294,185,96,126
352,178,104,110
352,177,104,110
283,170,112,126
352,175,115,108
357,173,109,108
289,155,113,115
291,184,103,130
278,170,103,124
348,186,116,110
294,186,96,126
275,161,111,117
278,164,103,113
306,159,112,113
307,192,97,119
277,171,104,125
352,177,104,110
287,155,113,116
302,152,118,114
344,184,111,105
277,164,108,114
356,172,109,109
285,156,113,117
352,188,111,108
294,185,96,126
293,185,96,126
295,155,111,112
316,159,118,115
284,174,109,127
358,172,113,114
278,162,106,116
348,186,115,110
291,184,102,129
346,184,109,104
299,187,94,128
337,165,120,115
294,186,96,125
314,158,118,115
304,153,118,115
294,189,93,123
356,176,109,105
292,153,109,115
276,164,108,114
288,155,113,116
312,157,116,116
285,179,107,125
285,180,108,125
301,193,99,123
276,172,103,124
348,183,114,112
346,163,112,115
301,192,99,124
351,188,112,108
346,182,111,111
348,174,118,109
307,153,116,114
352,178,104,110
357,175,111,107
307,154,115,113
277,163,104,113
344,182,114,113
298,187,94,127
353,171,108,109
299,187,94,128
335,166,118,114
322,165,112,109
277,164,108,114
279,162,107,121
302,152,118,114
353,176,113,107
349,189,118,108
307,159,112,113
345,163,113,115
305,152,118,114
349,189,118,108
351,188,111,108
352,175,115,108
347,174,116,109
284,173,110,128
334,166,117,114
345,182,113,112
295,187,94,125
290,155,111,115
278,167,109,124
295,151,120,118
351,187,111,109
278,170,104,124
292,153,110,115
291,185,103,129
297,186,95,127
298,193,98,117
274,161,112,116
292,185,102,130
288,155,112,115
356,176,110,105
285,156,113,117
292,185,102,129
296,150,120,119
305,155,120,114
278,164,107,114
356,175,108,109
294,188,94,124
287,155,113,116
275,161,111,116
348,183,108,104
356,176,110,106
296,192,100,118
291,153,110,115
356,175,108,109
348,165,111,114
348,174,116,109
294,155,109,112
275,162,110,119
352,174,115,109
305,153,117,114
278,170,107,122
299,187,94,128
297,193,99,117
349,191,115,105
358,172,113,114
288,155,111,116
348,182,114,112
352,175,113,111
291,153,110,115
349,191,115,105
292,185,102,130
279,170,109,125
307,192,97,119
279,171,106,124
278,172,105,124
351,179,104,110
276,161,109,121
301,152,118,114
356,175,108,109
294,185,96,126
305,153,118,115
334,167,113,111
344,181,114,113
304,152,118,116
281,159,111,117
279,170,103,124
353,177,112,110
348,185,116,111
294,155,109,112
346,175,116,108
348,174,118,109
305,154,119,114
283,157,112,118
351,188,111,108
358,173,108,108
305,159,113,112
344,181,114,113
305,153,118,114
293,155,109,112
350,180,103,109
346,164,113,114
356,175,108,109
352,174,115,109
305,153,118,113
288,155,113,115
355,172,109,109
305,155,120,114
293,151,119,119
351,187,111,109
347,174,117,109
358,172,112,114
333,167,113,110
283,170,112,127
353,176,112,111
351,175,113,111
303,152,118,114
278,164,104,113
309,191,97,120
291,153,110,115
306,153,117,114
349,183,108,103
287,181,106,125
297,150,121,119
355,176,110,104
277,164,104,112
295,155,110,112
352,175,115,108
276,162,104,116
308,192,97,119
301,192,99,124
298,193,98,117
352,176,114,107
352,179,104,109
276,162,105,116
344,182,114,113
277,172,106,124
304,152,119,115
353,176,113,107
305,158,113,113
305,153,117,114
278,171,107,125
293,152,118,118
349,191,114,105
279,166,110,122
327,166,113,109
346,175,116,108
283,171,112,128
294,188,93,124
348,174,117,109
277,161,109,121
279,162,106,116
291,153,110,115
348,174,117,109
289,155,112,115
290,183,102,129
307,154,116,113
295,186,94,126
355,176,110,104
282,170,112,126
348,165,112,114
308,192,97,119
286,181,107,125
277,164,104,112
355,175,108,109
280,170,108,125
305,158,113,113
277,163,110,117
277,171,106,125
293,152,117,118
307,192,97,119
304,152,119,115
356,174,108,110
277,162,110,118
278,172,105,124
356,175,107,109
275,161,111,117
305,153,118,114
294,188,93,124
305,154,120,115
359,172,111,114
323,165,113,109
277,171,103,125
288,155,112,115
329,167,112,109
308,192,97,119
301,192,99,124
351,179,103,110
332,167,112,109
301,192,100,124
278,171,106,125
358,172,112,114
353,176,112,110
276,162,109,120
348,184,115,111
305,155,120,114
284,176,108,127
338,165,120,116
278,162,109,118
289,155,112,115
278,170,104,124
277,164,108,114
307,153,116,114
280,170,109,125
347,164,112,114
278,169,108,123
279,165,110,122
347,184,109,103
278,164,103,113
336,165,120,116
310,157,117,115
330,167,113,109
348,191,119,108
301,192,100,124
349,187,115,109
289,155,113,115
338,165,120,116
277,162,106,116
308,156,116,116
278,162,109,118
359,172,110,114
284,157,113,118
278,161,108,122
277,172,102,124
307,153,116,114
278,166,110,123
307,160,113,112
349,166,111,113
285,156,113,118
345,182,113,112
288,155,112,116
295,191,101,119
280,161,109,116
298,187,95,128
349,183,108,103
299,193,97,117
306,159,112,113
348,186,116,110
349,191,116,106
283,175,110,127
354,171,108,109
349,191,114,105
286,155,113,116
335,166,120,115
353,171,109,109
348,182,114,112
348,191,117,106
358,172,112,114
286,180,107,126
277,170,104,123
348,183,114,111
353,177,112,110
278,170,104,124
351,177,105,110
343,183,113,107
350,167,111,112
289,155,112,115
351,187,111,109
348,189,119,109
277,171,103,125
356,174,108,110
274,160,112,117
291,153,110,115
304,153,119,115
352,175,113,111
348,191,118,107
357,175,110,107
294,189,93,123
359,172,110,114
348,189,119,109
278,162,109,118
352,178,105,110
279,162,106,116
284,172,111,128
313,158,117,115
355,175,109,105
278,161,108,121
337,165,120,116
295,188,95,124
278,170,103,124
277,168,109,123
294,187,94,125
357,173,108,108
352,175,112,111
293,155,109,112
280,160,110,117
296,155,110,112
278,162,109,118
