334,171,109,126
325,229,86,117
332,162,115,114
335,212,80,120
332,214,84,119
335,167,109,110
342,188,96,121
325,226,83,116
335,175,107,122
340,165,112,113
338,216,79,115
359,169,115,115
342,187,97,122
339,194,100,124
335,163,112,114
333,165,111,112
338,185,99,118
337,215,81,116
337,182,100,119
339,194,99,124
335,185,107,127
334,173,108,121
330,226,73,116
340,165,112,113
326,226,84,115
342,187,97,121
359,179,118,110
311,165,110,117
330,166,109,124
335,212,80,120
351,160,119,118
345,166,111,112
354,167,118,112
350,159,117,119
300,164,112,117
336,185,106,121
331,170,107,123
310,165,118,115
331,214,85,119
356,169,112,114
360,177,115,112
302,167,116,115
333,162,115,114
330,168,105,126
335,185,107,127
324,226,84,115
335,221,80,117
295,166,117,116
331,166,109,124
357,168,112,113
359,179,119,111
353,167,119,113
366,181,112,111
336,185,106,120
359,175,114,114
338,167,110,110
334,219,83,117
356,171,120,115
337,167,110,110
350,159,118,119
324,224,84,115
328,168,118,123
339,196,97,123
338,185,99,118
359,170,114,115
325,226,84,115
360,177,116,113
335,173,107,121
338,216,78,115
355,170,113,113
331,213,85,120
290,165,120,117
354,171,120,114
309,166,118,114
339,194,100,123
354,170,114,114
358,180,120,110
333,173,108,120
308,166,118,114
338,216,79,115
327,228,83,118
344,167,110,111
331,227,73,117
338,216,78,115
334,185,108,126
355,171,120,115
335,174,107,123
334,220,81,117
337,183,100,125
335,197,101,127
299,164,112,117
358,175,114,114
356,170,112,112
332,213,85,120
331,213,91,117
339,193,100,124
353,171,118,114
305,164,112,117
350,164,115,115
331,227,73,117
332,209,92,117
366,181,113,111
332,195,96,128
334,172,107,124
354,167,118,112
331,167,110,122
332,173,108,120
352,160,118,118
331,202,92,127
332,162,115,114
339,194,100,123
334,173,107,121
328,167,119,124
338,183,99,119
331,169,108,124
328,223,83,121
338,216,78,115
337,225,76,114
332,167,109,126
332,223,81,114
332,161,115,115
331,169,105,125
332,196,95,128
344,167,111,111
357,172,114,114
357,168,112,113
332,223,79,113
318,167,110,123
338,181,102,120
333,172,108,125
326,229,84,117
365,181,115,111
326,224,86,115
331,223,79,113
333,171,109,126
337,164,112,114
331,210,92,117
336,175,106,123
325,225,83,116
328,168,118,123
312,165,118,115
327,167,111,122
333,161,115,115
346,166,114,113
296,166,117,116
355,170,113,113
296,166,116,116
311,166,114,124
331,213,91,117
326,229,84,116
358,180,120,111
338,164,112,114
329,165,112,112
331,215,85,119
352,171,115,112
342,189,96,121
331,201,93,127
333,161,115,115
327,164,113,113
332,165,111,112
356,169,112,113
331,167,111,122
351,159,118,119
351,159,118,119
332,223,80,113
317,163,118,116
337,195,99,123
335,163,112,114
333,162,116,114
308,164,112,117
303,167,116,114
297,166,117,116
302,164,112,117
338,183,99,120
336,176,105,123
349,165,114,114
331,167,111,122
335,179,104,121
356,169,112,113
331,213,86,120
335,211,80,121
342,187,97,120
348,165,114,114
337,216,81,115
335,163,112,114
335,171,108,126
353,171,119,114
336,167,110,110
334,163,113,114
328,223,84,121
327,228,83,118
332,196,95,128
298,164,112,116
338,183,99,124
353,165,118,113
339,193,100,124
332,166,109,126
332,223,79,113
359,180,120,111
316,167,111,123
328,168,118,123
338,183,99,120
313,166,114,124
336,194,100,124
290,165,120,117
330,168,109,125
360,177,116,113
336,167,109,110
352,171,115,112
357,171,119,115
332,214,84,119
325,167,111,122
331,169,107,124
339,164,112,114
331,169,105,125
351,164,119,113
331,212,92,116
323,165,114,112
342,191,94,120
322,165,114,112
336,175,106,123
338,184,100,119
336,223,78,115
331,198,95,128
325,226,84,115
324,224,84,115
331,213,91,117
331,167,111,122
330,226,72,116
338,183,99,125
334,185,108,127
329,166,110,124
352,165,119,113
357,171,115,114
350,164,114,115
334,217,85,118
334,162,115,114
359,178,118,111
335,185,108,127
326,226,84,116
335,213,79,119
333,173,107,120
336,185,107,119
335,174,107,123
356,169,112,113
326,164,113,113
338,183,99,125
337,195,99,123
327,167,120,124
306,164,116,126
337,195,101,127
315,164,119,115
358,170,115,115
341,165,112,113
351,164,119,113
360,180,120,112
323,167,112,122
358,173,113,113
326,224,86,115
325,225,83,117
330,227,73,116
334,185,109,127
341,189,96,122
304,164,112,117
337,194,102,127
331,168,110,121
338,183,100,119
356,169,112,114
333,173,107,120
332,223,80,114
336,163,111,114
318,163,119,116
338,196,98,123
359,175,114,114
331,227,72,116
300,166,117,116
352,171,116,113
366,181,114,111
331,197,95,128
307,164,112,117
335,178,105,122
336,196,102,126
331,211,92,117
336,185,106,121
331,213,85,120
332,227,72,117
328,164,113,113
292,165,118,116
358,172,113,114
336,185,106,120
336,167,110,110
358,180,120,110
366,181,114,111
358,180,120,110
336,167,111,110
325,224,85,115
328,223,84,121
290,165,120,116
332,227,72,117
325,224,86,115
330,169,106,125
336,163,111,114
290,165,120,117
310,165,111,117
334,196,103,127
328,223,83,121
334,171,108,126
359,175,113,114
338,183,99,119
337,224,77,115
359,180,120,111
331,167,112,122
336,185,106,120
336,185,106,121
326,167,112,122
344,167,109,111
335,163,112,114
357,169,112,112
327,228,84,117
309,165,115,125
338,183,99,125
328,168,118,123
321,165,114,112
325,224,86,115
354,166,118,113
360,176,113,113
346,166,112,113
333,171,109,126
335,212,80,120
338,185,99,118
332,214,85,120
342,188,96,121
335,196,103,127
328,223,84,121
350,159,118,119
331,166,110,124
336,177,105,122
331,167,112,122
335,212,80,120
327,164,113,113
324,224,85,115
331,169,105,125
357,168,112,114
337,196,99,122
365,181,115,111
338,183,99,125
360,169,114,115
336,185,107,119
326,229,84,116
337,164,111,114
335,173,107,121
330,165,112,112
357,168,112,114
330,168,109,125
357,168,111,114
331,169,105,125
331,169,105,125
342,187,97,120
327,167,120,124
360,177,117,113
354,166,118,113
358,170,114,115
334,161,115,115
337,195,102,127
336,175,106,122
332,166,109,124
360,180,121,112
